,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Emotion
12974,12974,23.0,0.31790000200271606,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",prn johor kalini macam siap hntar whatsapp broadcast pasal calon parti nak tanya achievements lama ni nak kerja kena interview tanya achievement apa semua so why not buat kat ahli politik gak kena block aku rant kat sini,negative
12975,12975,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
12976,12976,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
12977,12977,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
12978,12978,28.0,0.9253000020980835,"cari, kalau, ajak, in, ideologi, all, topik, tukar, pasang, level",februari sultan ternate khairun jamil bunuh orang portugis bunuh jadi susul pecah,negative
12979,12979,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
12980,12980,7.0,0.5586000084877014,"politik, cari, in, ideologi, kalau, level, pasang, sembang, tukar, ajak",keluarga melek politik hapal foto ketua ketua partai,negative
12981,12981,27.0,0.6047999858856201,"politik, agama, tipu, daya, guna, ajar, bukan, juang, selamat, rakyat",ide penudaan milu lihat teoritik maupun konstitusional tuju uud wacana nihil dalil hukum,negative
12982,12982,6.0,0.5449000000953674,"cari, kalau, politik, pasang, sembang, ideologi, in, tukar, topik, ajak",aku neng diskusi bab politik paling anti,negative
12983,12983,5.0,0.902899980545044,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",nyata blunder politik keluar orang tum partai politik sekaligus,negative
12984,12984,3.0,0.8611999750137329,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",hukum politik perintah mana robot bs bikin,negative
12985,12985,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
12986,12986,32.0,0.49309998750686646,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",presiden wakil presiden pegang jabat lama lima tahun sudah pilih jabat,positive
12987,12987,26.0,0.9190000295639038,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",lihat wayang politik begini aku rasa amira bakal ganti wan fayhsal,negative
12988,12988,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
12989,12989,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
12990,12990,28.0,0.9117000102996826,"cari, kalau, ajak, in, ideologi, all, topik, tukar, pasang, level",ajak seluruh pemuda kabupaten probolinggo dukung penuh menang gus muhaimin,negative
12991,12991,3.0,0.39980000257492065,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",banyak tokoh pki kedok muslim nyusup ormas nu gemar dongbret koplo baru publik nyadar tau gera politik asu sangat bahaya rusak akidah,positive
12992,12992,19.0,0.902899980545044,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",hak rakyat rampas elite politik tak alas tunda milu,negative
12993,12993,10.0,0.9305999875068665,"politik, punya, partai, apa, tahun, amerika, ilmu, rakyat, pesimis, jadi",cuba kalau bendera kibar tu bendera pkr duduk flat puji lambung sebab kibar,positive
12994,12994,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
12995,12995,22.0,0.4203999936580658,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",rt selamat ingat isra nabi muhammad politik lima,negative
12996,12996,10.0,0.3828999996185303,"politik, punya, partai, apa, tahun, amerika, ilmu, rakyat, pesimis, jadi",yuk butuh joki tugas hukum ilmu politik ilmu administrasi negara hubung internasional ilmu undang undang langsung wa dm yah,negative
12997,12997,1.0,0.8920999765396118,"politik, milik, bukan, seni, kerja, putus, mampu, industri, negara, terorisme",prn bn mampu tahan rana amal politik matang,negative
12998,12998,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
12999,12999,19.0,0.7134000062942505,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",list negara2 tolak perang cuma ecek2 nyata belakang pasok dukung perang dilakuin kubu monopoli semua media pusing emang liat politik terlalu tricky,negative
13000,13000,22.0,0.9190000295639038,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",inti wilayah sembunyi kuasa global suguh informasi siap sains sehat ekonomi politik,positive
13001,13001,9.0,0.6761000156402588,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",pecat yaqut,positive
13002,13002,32.0,0.2766000032424927,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",ingat seluruh pimpin pablik pimpin partai tahun politik hati hati keluar stikmen karna salah dikit langsung goreng orang parmisi ketua kota medan luat siahaan,negative
13003,13003,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13004,13004,12.0,0.8406999707221985,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",mulai ngak bakal cawe cawe basa basi doang biar tingkat daya beli naziss,negative
13005,13005,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13006,13006,9.0,0.9305999875068665,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",sarasehan bangsa politik rahmat songsong abad nahdlatul ulama organizer by pcnu kab tegal,positive
13007,13007,28.0,0.7315999865531921,"cari, kalau, ajak, in, ideologi, all, topik, tukar, pasang, level",februari sultan ternate khairun jamil bunuh orang portugis bunuh jadi susul pecah jadi tubuh raja akibat campur tangan portugis,negative
13008,13008,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13009,13009,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
13010,13010,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13011,13011,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13012,13012,0.0,0.7078999876976013,"politik, cari, kalau, jadi, perang, islam, laku, umat, tanah, balik",presiden ukraina contoh nasionalis sejati kabur negara invasi beda elit politik hindia belanda kabur australia jepang datang salah satu panglima knil van oyen,negative
13013,13013,5.0,0.8378000259399414,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",elektabilitas pdip naik partai juang jadi partai politik oleh elektabilitasnya tingkat banding hasil milu,negative
13014,13014,14.0,0.2937000095844269,"atas, kalau, nu, betul, asal, tdk, penting, dukung, gera, bener2",sastrawan adab etika akhlak manusia nyata orang banding azan suara anjing gonggong waktu sama,negative
13015,13015,11.0,0.8693000078201294,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",semua ulah durjana2 politik bangsa tdk dipungkiri sejak dulu main hedge fund sutradara management conflict krn penting rela ngeluarkan biaya besar utk gaduh dm capai tuju masyarakat bentur koyak spy masuk mau,negative
13016,13016,23.0,0.9429000020027161,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",so malaysians sekarang ni dah la huru hara pasal politik kuasa tak kan nak orang luar,negative
13017,13017,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13018,13018,5.0,0.8367999792098999,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",elektabilitas pdip naik partai juang jadi partai politik oleh elektabilitasnya tingkat banding hasil milu,negative
13019,13019,11.0,0.8970999717712402,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",wag alumni tuh ajang silaturahmi gaksah bahas agama n politik aku malas debat masalah egois deh keluar grup jln baik,negative
13020,13020,31.0,0.9190000295639038,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",operasi partai tunda partai koalisi perintah usaha tunda milu manuver hasil,negative
13021,13021,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13022,13022,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13023,13023,0.0,0.49059998989105225,"politik, cari, kalau, jadi, perang, islam, laku, umat, tanah, balik",stempel radikal umat islam politik,positive
13024,13024,22.0,0.782800018787384,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",sedang bina buah gera asas politik satu atas sama bukan benci bentuk,negative
13025,13025,23.0,0.9429000020027161,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",so malaysians sekarang ni dah la huru hara pasal politik kuasa tak kan nak orang luar,negative
13026,13026,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
13027,13027,15.0,0.9117000102996826,"politik, indonesia, cari, buat, kalau, jadi, bagai, mau, ni, baik",indonesia objek politik mau kacau barat lewat panjang tangan2 musuh,negative
13028,13028,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13029,13029,10.0,0.8920000195503235,"politik, punya, partai, apa, tahun, amerika, ilmu, rakyat, pesimis, jadi",bn tawar ph pn politik lapuk ratib armand,negative
13030,13030,11.0,0.4828000068664551,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",rasah urus politik urusin umat apa kurang hibah t nya,negative
13031,13031,30.0,0.6252999901771545,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",kepala bp2mi bapak ajak smua pihak utk hindar manipulasi,negative
13032,13032,10.0,0.5898000001907349,"politik, punya, partai, apa, tahun, amerika, ilmu, rakyat, pesimis, jadi",ngobrol politik strategi parpol hadap milu,negative
13033,13033,16.0,0.9190000295639038,"uefa, krn, langgar, atur, tdk, bawa2, denda, celtic, th, kibar",pecah perang rusia dgn uktaina tanda efektif dewan aman berobahnya perang,positive
13034,13034,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13035,13035,5.0,0.6638000011444092,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",tahta duduk presiden laah duduk presiden jalan ambisi politik masuk nato tahta biden g anggap klo cuma lawak mana,negative
13036,13036,27.0,0.44929999113082886,"politik, agama, tipu, daya, guna, ajar, bukan, juang, selamat, rakyat",pernah bikin statement kalo nu jauh hingar bingar nyata goda setan lebih dkt,negative
13037,13037,18.0,0.453900009393692,"politik, usul, cak, imin, konyol, ismail, zulhas, milu, ni, buat",urus pak jokowi list negara tolak perang aku rasa perlu kritis masuk masuk list sama ingat politik dangkal bukan arti masuk list lalu buat jadi tolak perang lol,negative
13038,13038,19.0,0.902899980545044,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",hak rakyat rampas elite politik tak alas tunda milu,negative
13039,13039,16.0,0.5109000205993652,"uefa, krn, langgar, atur, tdk, bawa2, denda, celtic, th, kibar",gak adil fifa bela palestina sanksi anggap unsur politik apa beda dgn kondisi mungkin fifa isi yahudi semua,negative
13040,13040,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13041,13041,23.0,0.9264000058174133,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",same goes to chinese kpop idols kna kecam just because diorng support atlet negara diorng the conflict is getting ridiculous isu politik nak bawa smpai benda remeh mcm ni hampir sebijik mcm kes,negative
13042,13042,1.0,0.9488999843597412,"politik, milik, bukan, seni, kerja, putus, mampu, industri, negara, terorisme",dorong hamka rantau awal abad pulau jawa mulai muncul politik agama sarekat islam pimpin haji oemar said tjokroaminoto muhammadiyah diri kiai haji,negative
13043,13043,3.0,0.4706999957561493,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",yah bgtulh klo brmain politik pst mnt imbal bnr2 tnp licker,negative
13044,13044,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13045,13045,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13046,13046,9.0,0.7156000137329102,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",owkwowkwowow kl butuh politik baru gw cocok,negative
13047,13047,22.0,0.5651000142097473,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",kalo ga ngerti politik ga usah maksa jadi klihatan bodoh sok,negative
13048,13048,1.0,0.445499986410141,"politik, milik, bukan, seni, kerja, putus, mampu, industri, negara, terorisme",kalo terus praktek main kotor politik nkri pancasila sebab,negative
13049,13049,7.0,0.8191999793052673,"politik, cari, in, ideologi, kalau, level, pasang, sembang, tukar, ajak",jangan peluang zahid hamidi mahu kekal kitar politik kotor mudah kaut hasil,negative
13050,13050,10.0,0.9117000102996826,"politik, punya, partai, apa, tahun, amerika, ilmu, rakyat, pesimis, jadi",amat politik jerry massie commitment fee justru jadi celah korupsi,negative
13051,13051,10.0,0.9117000102996826,"politik, punya, partai, apa, tahun, amerika, ilmu, rakyat, pesimis, jadi",amat politik jerry massie commitment fee justru jadi celah korupsi,negative
13052,13052,23.0,0.9429000020027161,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",so malaysians sekarang ni dah la huru hara pasal politik kuasa tak kan nak orang luar,negative
13053,13053,10.0,0.9117000102996826,"politik, punya, partai, apa, tahun, amerika, ilmu, rakyat, pesimis, jadi",amat politik jerry massie commitment fee justru jadi celah korupsi,negative
13054,13054,10.0,0.7523000240325928,"politik, punya, partai, apa, tahun, amerika, ilmu, rakyat, pesimis, jadi",bahas duga korupsi formula e amat politik jerry massie commitment fee salah,negative
13055,13055,9.0,0.9253000020980835,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",ngemeng pluralisme toleransi demokrasi aji saudara iman beda pilih politik kaliam bubarin,negative
13056,13056,31.0,0.9190000295639038,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",operasi partai tunda partai koalisi perintah usaha tunda milu manuver hasil,negative
13057,13057,31.0,0.30320000648498535,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",ni bodoh pean om maksud politik ah sudah nyata ndak spintar bayang statistik n pasar memang jago kau om soal tahu politik parah,negative
13058,13058,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13059,13059,13.0,0.8920999765396118,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",tunjuk taraf mentaliti kome ingat macam pilihanraya kampus,negative
13060,13060,22.0,0.7922000288963318,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",indonesia jadi presidensi g20 kali pertama sempat indonesia manfaat,negative
13061,13061,23.0,0.9429000020027161,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",so malaysians sekarang ni dah la huru hara pasal politik kuasa tak kan nak orang luar,negative
13062,13062,13.0,0.8920999765396118,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",tunjuk taraf mentaliti kome ingat macam pilihanraya kampus,negative
13063,13063,1.0,0.902899980545044,"politik, milik, bukan, seni, kerja, putus, mampu, industri, negara, terorisme",belum janji bebas politik praktis rapat dukung tunda milu,negative
13064,13064,21.0,0.4244000017642975,"politik, partai, kata, negara, cari, buat, jadi, kalau, sepakbola, main",suka goreng goreng thd pa menteri harus tindak cari celah buat politik tdk cerdas,positive
13065,13065,31.0,0.8920000195503235,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",erseret musim kampanye politik alas ideal sekadar taktik,negative
13066,13066,31.0,0.9190000295639038,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",operasi partai tunda partai koalisi perintah usaha tunda milu manuver hasil,negative
13067,13067,22.0,0.45089998841285706,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",standar ganda sekali kata olahraga gak bawa politik,negative
13068,13068,9.0,0.8945000171661377,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",sarasehan bangsa politik rahmat songsong abad nahdlatul ulama organizer by pcnu kab tegal dpc pkb kab tegal feb,positive
13069,13069,7.0,0.551800012588501,"politik, cari, in, ideologi, kalau, level, pasang, sembang, tukar, ajak",betul tu asas raja berpelambagaan ubah dasar politik negara by decree rule by law,negative
13070,13070,11.0,0.7856000065803528,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",umat muslim skrg bnyk lbh suka ceramah ttg selangkang politik kotor benci pmrnth senang incar kunci sorga parah,negative
13071,13071,32.0,0.9253000020980835,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",rt beberapa waktu lalu litbang kompas rilis survei hasil publik puas kerja,negative
13072,13072,1.0,0.5935999751091003,"politik, milik, bukan, seni, kerja, putus, mampu, industri, negara, terorisme",perintah dpr berani buat draft ruu sebut mpok berani korupsi bagi besar elite politik penyeleggara pihak rakyat mesti berani,negative
13073,13073,33.0,0.838100016117096,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",waspada manipulasi agama utk penting,negative
13074,13074,33.0,0.9736999869346619,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",sama2 latar belakang soal politik ny kalo satu larang lain sama gw sama sekali gk salah soal pesan dukung buat ukraina sepak bola gw bagus keren d bahas double standard ny fifa d kasus kyk gin,negative
13075,13075,28.0,0.939300000667572,"cari, kalau, ajak, in, ideologi, all, topik, tukar, pasang, level",orang baik kader maupun non kader datang daftar lampir syarat dukung simpatisan banyak foto copy ktp,negative
13076,13076,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
13077,13077,8.0,0.43059998750686646,"politik, cari, kalau, tukar, sembang, ajak, level, all, ideologi, topik",cari harap dn bantu mangsa banjir raja cuma pikir politik ja kuasa lebih penting rakyat,negative
13078,13078,26.0,0.8920999765396118,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",dulu ngomongnya mau jauh politik lidah ngga tulang,negative
13079,13079,7.0,0.8112999796867371,"politik, cari, in, ideologi, kalau, level, pasang, sembang, tukar, ajak",sertifikasi makin sekarang arab saudi mulai nyenggol politik dakwah langsing tangkap benar justru damai mau gaul krn sering dengar dakwah provokatif jadi pengaruh,negative
13080,13080,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13081,13081,10.0,0.3028999865055084,"politik, punya, partai, apa, tahun, amerika, ilmu, rakyat, pesimis, jadi",usia bukan kali asing dunia rusia diam tak banyak urus politik luar negeri dunia sejak invasi amerika barat timur tengah kuat militer begara bekas soviet jelas arah tuju rusia rusia sadar meski lambat kini sadar,negative
13082,13082,13.0,0.8920999765396118,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",tunjuk taraf mentaliti kome ingat macam pilihanraya kampus,negative
13083,13083,31.0,0.9190000295639038,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",operasi partai tunda partai koalisi perintah usaha tunda milu manuver hasil,negative
13084,13084,0.0,0.661899983882904,"politik, cari, kalau, jadi, perang, islam, laku, umat, tanah, balik",sholat politik terima upah dunia,negative
13085,13085,3.0,0.28929999470710754,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",perspektif psiko politik tandem setinggi apa elektabilitas survey dua tetap bikin hijau mata pilih besar bangsa sdh rupa lazim politik alamiah,negative
13086,13086,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13087,13087,11.0,0.5476999878883362,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",kamu love language nya suka debat masalah politik ga sie wkakakkaka emang manusia ga luput dosa udah niat mental buat ngomong depan banyak orang kk,negative
13088,13088,22.0,0.2736999988555908,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",look yahya nu jadi alat politik pkb nu siap kritik perintah,negative
13089,13089,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13090,13090,12.0,0.6152999997138977,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",prn muda hormat proses runding pkr tampil calon karisma,negative
13091,13091,19.0,0.8073999881744385,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",datang muslim fase dua dunia barat khusus eropa barat latar belakang alas pokok alas politik alas ekonomi alas politik sepakat dua negara satu bekas jajah satu bekas,negative
13092,13092,9.0,0.7692000269889832,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",gus ubaid erick thohir bukan buat bumn sehat profesional buat bumn bumi harap,negative
13093,13093,0.0,0.6029000282287598,"politik, cari, kalau, jadi, perang, islam, laku, umat, tanah, balik",erdapat orang partai politik sebut nama danu zaky punya niat sama maksud calon diri anggota dewan wakil rakyat daerah,negative
13094,13094,7.0,0.8611999750137329,"politik, cari, in, ideologi, kalau, level, pasang, sembang, tukar, ajak",gak usah cawe2 politik lah norak,negative
13095,13095,23.0,0.6877999901771545,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",ni lah politik kat malaysia pastu wajib kena putar belit,positive
13096,13096,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13097,13097,1.0,0.757099986076355,"politik, milik, bukan, seni, kerja, putus, mampu, industri, negara, terorisme",industri terorisme investasi,negative
13098,13098,13.0,0.9190000295639038,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",djokhar deklarasi merdeka chechnya rusia rusia gak terima jadi perang kalah,positive
13099,13099,13.0,0.8920999765396118,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",tunjuk taraf mentaliti kome ingat macam pilihanraya kampus,negative
13100,13100,11.0,0.5533999800682068,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",lu aja paham kalo emg konflik awal masalah politik lalu lanjut invasi militer sama aja gk satu lebih politik,negative
13101,13101,15.0,0.9639999866485596,"politik, indonesia, cari, buat, kalau, jadi, bagai, mau, ni, baik",jkw orang baik yakin kias cerdik bagai ular tulus bagai merpati politik buat pak jkw ular hati tetap tulus buat rakyat indonesia singkir ego dukung terus,negative
13102,13102,22.0,0.7921000123023987,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",indonesia jadi presidensi g20 kali pertama sempat indonesia manfaat,negative
13103,13103,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13104,13104,23.0,0.8920999765396118,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",kelompok partai gadai punya motto atas masalah masalah,negative
13105,13105,34.0,0.9253000020980835,"milu, ikut, alas, tunda, barat, takut, pertama, aman, pki, iri",protes sosial melayu tentang rasuah seleweng politik kuasa papar filem mati orang,positive
13106,13106,24.0,0.7294999957084656,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",sebut pihak tani program makmur boy koordinator masyarakat nelayan tani kab,negative
13107,13107,26.0,0.9190000295639038,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",lihat wayang politik begini aku rasa amira bakal ganti wan fayhsal,negative
13108,13108,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13109,13109,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13110,13110,8.0,0.9253000020980835,"politik, cari, kalau, tukar, sembang, ajak, level, all, ideologi, topik",baik prn mangsa banjir tak disisihakn real politik moga urus dpermudahkan selamat,negative
13111,13111,12.0,0.3950999975204468,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",mnfkin petinggi fifa pro main bela palestina ajh sanksi dgn alas hmpir smua team main bela ukraina knapa gak sansi rupa,negative
13112,13112,27.0,0.5895000100135803,"politik, agama, tipu, daya, guna, ajar, bukan, juang, selamat, rakyat",stop manipulasi tema agama penting satu lawan intoleransi,positive
13113,13113,23.0,0.9429000020027161,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",so malaysians sekarang ni dah la huru hara pasal politik kuasa tak kan nak orang luar,negative
13114,13114,3.0,0.3287999927997589,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",presiden punya wenang kuat milik wenang kuat mpr arti dpr dpd arti partai politik meski presiden bilang x mpr bilang y jadi barang,negative
13115,13115,22.0,0.902899980545044,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",buku dtt tak pernah sifat villain tak sifat russia,negative
13116,13116,14.0,0.9253000020980835,"atas, kalau, nu, betul, asal, tdk, penting, dukung, gera, bener2",dukung gera kalau betul asal bener2 nu ukhuwah islamiyah tdk atas penting,negative
13117,13117,33.0,0.7603999972343445,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",masyarakat rakyat umat tahu hubung dekat nu inisiator partai politik amandemen uud putus politik partai bal lawan lawan lawan referendum,negative
13118,13118,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
13119,13119,33.0,0.34610000252723694,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",ketua pbnu yahya cholil angkat bicara soal usul tunda milu serentak tahun,positive
13120,13120,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
13121,13121,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
13122,13122,1.0,0.4925000071525574,"politik, milik, bukan, seni, kerja, putus, mampu, industri, negara, terorisme",prn tolak politik,negative
